loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,education_encoded,self_employed_encoded,loan_status_encoded,total_assets_value,loan_to_income_ratio,assets_to_loan_ratio,monthly_income,monthly_loan_payment,debt_to_income_ratio
1336,4, Not Graduate, No,7600000,28100000,12,324,12500000,8500000,19900000,11100000, Rejected,1,0,1,52000000,3.6973684210526314,1.8505338078291815,633333.3333333334,2341666.6666666665,3.697368421052631
1337,4, Graduate, No,5500000,21200000,20,359,4200000,5300000,18600000,6400000, Rejected,0,0,1,34500000,3.8545454545454545,1.6273584905660377,458333.3333333333,1060000.0,2.312727272727273
1338,0, Not Graduate, Yes,6600000,23300000,12,338,2400000,800000,18900000,9300000, Rejected,1,1,1,31400000,3.5303030303030303,1.3476394849785407,550000.0,1941666.6666666667,3.5303030303030303
1339,0, Graduate, No,1400000,3200000,14,384,3100000,800000,3400000,2000000, Rejected,0,0,1,9300000,2.2857142857142856,2.90625,116666.66666666667,228571.42857142858,1.9591836734693877
1340,5, Not Graduate, Yes,8800000,26600000,16,545,19100000,16600000,30400000,7600000, Rejected,1,1,1,73700000,3.022727272727273,2.7706766917293235,733333.3333333334,1662500.0,2.2670454545454546
1341,5, Not Graduate, No,6200000,24200000,18,610,10200000,7800000,19600000,8300000, Approved,1,0,0,45900000,3.903225806451613,1.896694214876033,516666.6666666667,1344444.4444444445,2.6021505376344085
1342,2, Graduate, Yes,8300000,27900000,18,840,12600000,3500000,19100000,9200000, Approved,0,1,0,44400000,3.36144578313253,1.5913978494623655,691666.6666666666,1550000.0,2.240963855421687
1343,3, Not Graduate, No,2400000,8100000,6,630,5100000,2900000,9100000,2300000, Approved,1,0,0,19400000,3.375,2.3950617283950617,200000.0,1350000.0,6.75
1344,1, Graduate, No,9100000,31200000,4,508,12800000,11700000,31100000,7800000, Approved,0,0,0,63400000,3.4285714285714284,2.032051282051282,758333.3333333334,7800000.0,10.285714285714285
1345,0, Not Graduate, Yes,9500000,34900000,4,535,800000,14100000,25600000,14000000, Approved,1,1,0,54500000,3.6736842105263157,1.5616045845272206,791666.6666666666,8725000.0,11.021052631578948
1346,1, Graduate, No,1200000,3400000,20,717,3100000,1500000,2500000,900000, Approved,0,0,0,8000000,2.8333333333333335,2.3529411764705883,100000.0,170000.0,1.7
1347,2, Graduate, Yes,7700000,19300000,8,735,1200000,1900000,23800000,10400000, Approved,0,1,0,37300000,2.5064935064935066,1.932642487046632,641666.6666666666,2412500.0,3.75974025974026
1348,5, Graduate, Yes,7800000,22000000,20,528,5800000,8800000,24700000,4900000, Rejected,0,1,1,44200000,2.8205128205128207,2.0090909090909093,650000.0,1100000.0,1.6923076923076923
1349,0, Graduate, Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000, Rejected,0,1,1,46600000,2.127659574468085,2.33,783333.3333333334,5000000.0,6.382978723404255
1350,0, Not Graduate, No,1700000,5700000,12,422,3400000,1100000,6500000,900000, Rejected,1,0,1,11900000,3.3529411764705883,2.087719298245614,141666.66666666666,475000.0,3.3529411764705883
1351,5, Graduate, No,4000000,13700000,6,496,-100000,1400000,15800000,3700000, Rejected,0,0,1,20800000,3.425,1.5182481751824817,333333.3333333333,2283333.3333333335,6.8500000000000005
1352,4, Not Graduate, No,4200000,15500000,18,794,7300000,700000,13400000,2200000, Approved,1,0,0,23600000,3.6904761904761907,1.5225806451612902,350000.0,861111.1111111111,2.4603174603174605
1353,2, Graduate, No,2400000,7700000,6,719,6000000,1700000,6700000,1600000, Approved,0,0,0,16000000,3.2083333333333335,2.0779220779220777,200000.0,1283333.3333333333,6.416666666666666
1354,3, Not Graduate, Yes,2700000,6100000,14,630,3900000,2800000,10600000,2300000, Approved,1,1,0,19600000,2.259259259259259,3.2131147540983607,225000.0,435714.28571428574,1.9365079365079365
1355,3, Not Graduate, Yes,600000,1800000,4,843,1400000,300000,1700000,400000, Approved,1,1,0,3800000,3.0,2.111111111111111,50000.0,450000.0,9.0
1356,2, Graduate, No,4600000,15600000,2,764,7700000,1500000,16000000,5800000, Approved,0,0,0,31000000,3.391304347826087,1.9871794871794872,383333.3333333333,7800000.0,20.347826086956523
1357,3, Graduate, No,7200000,17700000,4,662,13100000,11500000,16300000,5300000, Approved,0,0,0,46200000,2.4583333333333335,2.610169491525424,600000.0,4425000.0,7.375
1358,0, Not Graduate, No,4700000,15500000,16,311,12800000,200000,17500000,2700000, Rejected,1,0,1,33200000,3.297872340425532,2.141935483870968,391666.6666666667,968750.0,2.473404255319149
1359,4, Not Graduate, No,4300000,10100000,2,606,9900000,1800000,8900000,5500000, Approved,1,0,0,26100000,2.3488372093023258,2.5841584158415842,358333.3333333333,5050000.0,14.093023255813954
1360,5, Graduate, No,4700000,10200000,16,874,10800000,7700000,11100000,7000000, Approved,0,0,0,36600000,2.1702127659574466,3.588235294117647,391666.6666666667,637500.0,1.627659574468085
1361,4, Not Graduate, Yes,8700000,30000000,4,370,17600000,15600000,34600000,12100000, Approved,1,1,0,79900000,3.4482758620689653,2.6633333333333336,725000.0,7500000.0,10.344827586206897
1362,1, Graduate, No,7000000,20500000,10,414,19700000,7500000,20700000,5100000, Rejected,0,0,1,53000000,2.9285714285714284,2.5853658536585367,583333.3333333334,2050000.0,3.5142857142857142
1363,2, Not Graduate, No,600000,1100000,10,800,1200000,200000,2300000,900000, Approved,1,0,0,4600000,1.8333333333333333,4.181818181818182,50000.0,110000.0,2.2
1364,1, Not Graduate, No,6800000,16900000,12,779,13800000,10200000,23400000,4400000, Approved,1,0,0,51800000,2.485294117647059,3.06508875739645,566666.6666666666,1408333.3333333333,2.485294117647059
1365,1, Not Graduate, No,6400000,14100000,20,553,11700000,4500000,20000000,3600000, Approved,1,0,0,39800000,2.203125,2.8226950354609928,533333.3333333334,705000.0,1.321875
1366,4, Not Graduate, No,7600000,29900000,18,445,4800000,13900000,18400000,5700000, Rejected,1,0,1,42800000,3.9342105263157894,1.431438127090301,633333.3333333334,1661111.111111111,2.622807017543859
1367,3, Not Graduate, No,9000000,21400000,8,496,16400000,7300000,31800000,12500000, Rejected,1,0,1,68000000,2.3777777777777778,3.177570093457944,750000.0,2675000.0,3.566666666666667
1368,0, Graduate, Yes,2400000,5900000,10,650,5100000,3700000,5300000,2300000, Approved,0,1,0,16400000,2.4583333333333335,2.7796610169491527,200000.0,590000.0,2.95
1369,3, Not Graduate, No,6800000,17900000,6,783,20000000,9800000,23600000,5500000, Approved,1,0,0,58900000,2.6323529411764706,3.2905027932960893,566666.6666666666,2983333.3333333335,5.264705882352942
1370,5, Graduate, Yes,3500000,13500000,10,535,3100000,5700000,12500000,3100000, Rejected,0,1,1,24400000,3.857142857142857,1.8074074074074074,291666.6666666667,1350000.0,4.628571428571428
1371,4, Graduate, Yes,8900000,34000000,20,415,13500000,3100000,33600000,12800000, Rejected,0,1,1,63000000,3.8202247191011236,1.8529411764705883,741666.6666666666,1700000.0,2.2921348314606744
1372,0, Not Graduate, No,6000000,15300000,8,709,8900000,1700000,16400000,3500000, Approved,1,0,0,30500000,2.55,1.9934640522875817,500000.0,1912500.0,3.825
1373,3, Not Graduate, No,700000,2500000,14,819,1600000,1000000,2100000,900000, Approved,1,0,0,5600000,3.5714285714285716,2.24,58333.333333333336,178571.42857142858,3.061224489795918
1374,0, Not Graduate, Yes,6800000,17300000,18,841,10500000,8600000,16000000,8700000, Approved,1,1,0,43800000,2.5441176470588234,2.531791907514451,566666.6666666666,961111.1111111111,1.6960784313725492
1375,4, Not Graduate, Yes,5300000,10700000,12,700,15800000,1900000,20500000,2900000, Approved,1,1,0,41100000,2.018867924528302,3.8411214953271027,441666.6666666667,891666.6666666666,2.0188679245283017
1376,1, Graduate, Yes,1400000,4200000,4,881,2800000,1200000,5100000,1300000, Approved,0,1,0,10400000,3.0,2.4761904761904763,116666.66666666667,1050000.0,9.0
1377,2, Graduate, Yes,1400000,4600000,4,804,1900000,2200000,5200000,700000, Approved,0,1,0,10000000,3.2857142857142856,2.1739130434782608,116666.66666666667,1150000.0,9.857142857142856
1378,4, Not Graduate, No,9200000,21700000,6,653,22700000,4600000,29400000,8600000, Approved,1,0,0,65300000,2.358695652173913,3.0092165898617513,766666.6666666666,3616666.6666666665,4.717391304347826
1379,1, Graduate, Yes,7900000,29200000,2,663,19600000,12100000,28600000,10100000, Approved,0,1,0,70400000,3.6962025316455698,2.410958904109589,658333.3333333334,14600000.0,22.177215189873415
1380,0, Not Graduate, No,4500000,17500000,10,495,10300000,3500000,9700000,6200000, Rejected,1,0,1,29700000,3.888888888888889,1.697142857142857,375000.0,1750000.0,4.666666666666667
1381,1, Not Graduate, No,3800000,9800000,8,335,100000,5100000,14200000,1800000, Rejected,1,0,1,21200000,2.5789473684210527,2.163265306122449,316666.6666666667,1225000.0,3.8684210526315788
1382,5, Graduate, Yes,1500000,4900000,6,618,3400000,1000000,3200000,900000, Approved,0,1,0,8500000,3.2666666666666666,1.7346938775510203,125000.0,816666.6666666666,6.533333333333333
1383,3, Not Graduate, No,1200000,2400000,12,480,3000000,100000,3100000,1700000, Rejected,1,0,1,7900000,2.0,3.2916666666666665,100000.0,200000.0,2.0
1384,4, Not Graduate, No,1700000,4900000,18,843,4800000,2200000,6200000,1800000, Approved,1,0,0,15000000,2.8823529411764706,3.061224489795918,141666.66666666666,272222.22222222225,1.9215686274509807
1385,4, Graduate, No,5200000,14100000,16,483,11800000,800000,19200000,2700000, Rejected,0,0,1,34500000,2.7115384615384617,2.4468085106382977,433333.3333333333,881250.0,2.0336538461538463
1386,1, Not Graduate, No,1600000,5100000,12,548,2200000,2700000,3600000,800000, Rejected,1,0,1,9300000,3.1875,1.8235294117647058,133333.33333333334,425000.0,3.1874999999999996
1387,4, Graduate, Yes,6600000,16000000,16,379,6500000,12600000,24700000,4500000, Rejected,0,1,1,48300000,2.4242424242424243,3.01875,550000.0,1000000.0,1.8181818181818181
1388,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000, Approved,1,1,0,71400000,2.8297872340425534,2.6842105263157894,783333.3333333334,1330000.0,1.6978723404255318
1389,4, Graduate, Yes,300000,500000,2,353,600000,100000,1200000,400000, Rejected,0,1,1,2300000,1.6666666666666667,4.6,25000.0,250000.0,10.0
1390,5, Not Graduate, No,4600000,11500000,16,668,6500000,3100000,10200000,5500000, Approved,1,0,0,25300000,2.5,2.2,383333.3333333333,718750.0,1.875
1391,3, Not Graduate, Yes,6100000,21300000,2,387,7100000,3100000,16300000,4100000, Approved,1,1,0,30600000,3.4918032786885247,1.4366197183098592,508333.3333333333,10650000.0,20.95081967213115
1392,0, Not Graduate, Yes,1500000,4100000,12,789,3600000,1600000,5800000,1300000, Approved,1,1,0,12300000,2.7333333333333334,3.0,125000.0,341666.6666666667,2.7333333333333334
1393,0, Graduate, Yes,400000,900000,2,855,-100000,500000,1300000,400000, Approved,0,1,0,2100000,2.25,2.3333333333333335,33333.333333333336,450000.0,13.499999999999998
1394,0, Not Graduate, No,8700000,33600000,14,751,7100000,13700000,22800000,7000000, Approved,1,0,0,50600000,3.8620689655172415,1.505952380952381,725000.0,2400000.0,3.310344827586207
1395,3, Not Graduate, No,7000000,21600000,12,739,1600000,7600000,24500000,8400000, Approved,1,0,0,42100000,3.085714285714286,1.9490740740740742,583333.3333333334,1800000.0,3.0857142857142854
1396,4, Graduate, No,4700000,13100000,14,492,1000000,4500000,14100000,6400000, Rejected,0,0,1,26000000,2.7872340425531914,1.984732824427481,391666.6666666667,935714.2857142857,2.389057750759878
1397,4, Not Graduate, Yes,7600000,23800000,16,896,3700000,4500000,15400000,6400000, Approved,1,1,0,30000000,3.1315789473684212,1.2605042016806722,633333.3333333334,1487500.0,2.3486842105263155
1398,1, Not Graduate, Yes,9200000,24500000,4,545,24950000,0,20600000,13300000, Rejected,1,1,1,58850000,2.6630434782608696,2.4020408163265308,766666.6666666666,6125000.0,7.989130434782609
1399,5, Not Graduate, No,9400000,36800000,20,891,13900000,16600000,19300000,8900000, Approved,1,0,0,58700000,3.9148936170212765,1.5951086956521738,783333.3333333334,1840000.0,2.348936170212766
1400,0, Graduate, No,4800000,15100000,6,848,1300000,300000,18800000,3500000, Approved,0,0,0,23900000,3.1458333333333335,1.5827814569536425,400000.0,2516666.6666666665,6.291666666666666
1401,3, Not Graduate, Yes,600000,2400000,12,884,600000,800000,1400000,600000, Approved,1,1,0,3400000,4.0,1.4166666666666667,50000.0,200000.0,4.0
1402,3, Graduate, Yes,4900000,14300000,14,439,10300000,5600000,17400000,5100000, Rejected,0,1,1,38400000,2.9183673469387754,2.6853146853146854,408333.3333333333,1021428.5714285715,2.501457725947522
1403,3, Graduate, Yes,3300000,8500000,12,586,7500000,5100000,7800000,3900000, Approved,0,1,0,24300000,2.5757575757575757,2.8588235294117648,275000.0,708333.3333333334,2.5757575757575757
1404,3, Graduate, Yes,9100000,18800000,20,308,14500000,10200000,20500000,4800000, Rejected,0,1,1,50000000,2.065934065934066,2.6595744680851063,758333.3333333334,940000.0,1.2395604395604396
1405,5, Graduate, No,6100000,23500000,16,300,300000,700000,22800000,4800000, Rejected,0,0,1,28600000,3.8524590163934427,1.2170212765957447,508333.3333333333,1468750.0,2.889344262295082
1406,3, Graduate, Yes,8400000,19600000,2,741,21500000,200000,18700000,8300000, Approved,0,1,0,48700000,2.3333333333333335,2.4846938775510203,700000.0,9800000.0,14.0
1407,4, Graduate, No,7900000,31400000,8,698,16500000,11400000,28700000,5100000, Approved,0,0,0,61700000,3.9746835443037973,1.964968152866242,658333.3333333334,3925000.0,5.962025316455696
1408,2, Not Graduate, Yes,6100000,22300000,10,733,12100000,9700000,17200000,5600000, Approved,1,1,0,44600000,3.6557377049180326,2.0,508333.3333333333,2230000.0,4.38688524590164
1409,3, Not Graduate, Yes,2000000,4200000,16,571,1700000,3900000,5800000,1300000, Approved,1,1,0,12700000,2.1,3.0238095238095237,166666.66666666666,262500.0,1.5750000000000002
1410,3, Graduate, Yes,9900000,29900000,20,490,10500000,9100000,27100000,7400000, Rejected,0,1,1,54100000,3.0202020202020203,1.8093645484949832,825000.0,1495000.0,1.812121212121212
1411,2, Not Graduate, No,9500000,25400000,16,451,19000000,2900000,33800000,11400000, Rejected,1,0,1,67100000,2.6736842105263157,2.641732283464567,791666.6666666666,1587500.0,2.005263157894737
1412,4, Graduate, Yes,1900000,6800000,6,559,3600000,2200000,6200000,1200000, Approved,0,1,0,13200000,3.5789473684210527,1.9411764705882353,158333.33333333334,1133333.3333333333,7.157894736842104
1413,4, Graduate, Yes,6900000,21400000,10,577,12500000,2200000,14900000,6300000, Approved,0,1,0,35900000,3.101449275362319,1.6775700934579438,575000.0,2140000.0,3.7217391304347824
1414,2, Not Graduate, Yes,1500000,5000000,4,613,4400000,1300000,5200000,2100000, Approved,1,1,0,13000000,3.3333333333333335,2.6,125000.0,1250000.0,10.0
1415,4, Not Graduate, No,1900000,3800000,20,785,1000000,600000,6100000,1500000, Approved,1,0,0,9200000,2.0,2.4210526315789473,158333.33333333334,190000.0,1.2
1416,0, Graduate, Yes,2300000,6000000,8,690,5500000,2900000,6000000,2000000, Approved,0,1,0,16400000,2.608695652173913,2.7333333333333334,191666.66666666666,750000.0,3.9130434782608696
1417,2, Not Graduate, No,7800000,17100000,14,351,19000000,7200000,19300000,7100000, Rejected,1,0,1,52600000,2.1923076923076925,3.0760233918128654,650000.0,1221428.5714285714,1.879120879120879
1418,4, Not Graduate, No,400000,1000000,10,447,0,300000,900000,300000, Rejected,1,0,1,1500000,2.5,1.5,33333.333333333336,100000.0,3.0
1419,0, Graduate, Yes,9400000,19200000,20,708,21200000,16300000,23400000,13200000, Approved,0,1,0,74100000,2.0425531914893615,3.859375,783333.3333333334,960000.0,1.225531914893617
1420,2, Graduate, No,9100000,21700000,12,549,24950000,11000000,34700000,12200000, Rejected,0,0,1,82850000,2.3846153846153846,3.8179723502304146,758333.3333333334,1808333.3333333333,2.3846153846153846
1421,1, Graduate, Yes,9000000,18800000,8,797,4100000,9400000,22900000,7500000, Approved,0,1,0,43900000,2.088888888888889,2.3351063829787235,750000.0,2350000.0,3.1333333333333333
1422,4, Not Graduate, No,7100000,14300000,14,537,13700000,10400000,18200000,6100000, Rejected,1,0,1,48400000,2.0140845070422535,3.3846153846153846,591666.6666666666,1021428.5714285715,1.7263581488933604
1423,3, Graduate, No,800000,2500000,12,828,1700000,0,1500000,700000, Approved,0,0,0,3900000,3.125,1.56,66666.66666666667,208333.33333333334,3.125
1424,0, Graduate, Yes,4500000,9600000,14,471,3200000,7700000,11000000,3600000, Rejected,0,1,1,25500000,2.1333333333333333,2.65625,375000.0,685714.2857142857,1.8285714285714285
1425,5, Graduate, No,8500000,25400000,4,336,8500000,1200000,30600000,9000000, Rejected,0,0,1,49300000,2.988235294117647,1.9409448818897639,708333.3333333334,6350000.0,8.964705882352941
1426,3, Not Graduate, Yes,2500000,9800000,16,424,4700000,3200000,5800000,1300000, Rejected,1,1,1,15000000,3.92,1.530612244897959,208333.33333333334,612500.0,2.94
1427,2, Graduate, No,1500000,3300000,18,440,800000,2300000,3000000,1800000, Rejected,0,0,1,7900000,2.2,2.393939393939394,125000.0,183333.33333333334,1.4666666666666668
1428,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000, Approved,1,0,0,24500000,2.7903225806451615,1.416184971098266,516666.6666666667,2162500.0,4.185483870967742
1429,1, Not Graduate, Yes,1300000,2900000,6,480,2900000,300000,2900000,1400000, Rejected,1,1,1,7500000,2.230769230769231,2.586206896551724,108333.33333333333,483333.3333333333,4.461538461538462
1430,5, Not Graduate, No,6600000,25800000,10,670,4600000,7200000,20600000,8500000, Approved,1,0,0,40900000,3.909090909090909,1.5852713178294573,550000.0,2580000.0,4.6909090909090905
1431,0, Graduate, Yes,5300000,13700000,6,329,8800000,7600000,11200000,2800000, Rejected,0,1,1,30400000,2.5849056603773586,2.218978102189781,441666.6666666667,2283333.3333333335,5.169811320754717
1432,5, Not Graduate, No,1400000,3000000,6,754,3500000,2700000,5300000,1400000, Approved,1,0,0,12900000,2.142857142857143,4.3,116666.66666666667,500000.0,4.285714285714286
1433,2, Not Graduate, Yes,2900000,7800000,18,588,400000,100000,11600000,4200000, Approved,1,1,0,16300000,2.689655172413793,2.08974358974359,241666.66666666666,433333.3333333333,1.793103448275862
1434,3, Not Graduate, No,6500000,16500000,4,551,5300000,800000,18500000,7600000, Approved,1,0,0,32200000,2.5384615384615383,1.9515151515151514,541666.6666666666,4125000.0,7.615384615384616
1435,3, Graduate, No,8300000,18900000,4,316,20200000,9700000,21300000,8200000, Rejected,0,0,1,59400000,2.2771084337349397,3.142857142857143,691666.6666666666,4725000.0,6.83132530120482
1436,2, Not Graduate, Yes,8900000,32200000,12,382,0,11300000,20500000,5400000, Rejected,1,1,1,37200000,3.6179775280898876,1.15527950310559,741666.6666666666,2683333.3333333335,3.617977528089888
